content,target,target_names
" In article <C5ut0z.CtG@zoo.toronto.edu>, henry@zoo.toronto.edu (Henry Spencer)>In article <1r46ofINNdku@gap.caltech.edu> palmer@cco.caltech.edu (David M. Palmer)>>>orbiting billboard... >> >>I would just like to point out that it is much easier to place an >>object at orbital altitude than it is to place it with orbital >>velocity.  For a target 300 km above the surface of Earth, >>you need a delta-v of 2.5 km/s.   >Unfortunately, if you launch this from the US (or are a US citizen), >you will need a launch permit from the Office of Commercial Space >Transportation, and I think it may be difficult to get a permit for >an antisatellite weapon... :-)  Well Henry, we are often reminded how CANADA is not a part of the United States (yet).  You could have quite a commercial A-SAT, er sky-cleaning service going in a few years.   ""Toronto	   Discount rates available for astro-researchers.         Software engineering? Thats like military intelligence, isnt it?   -- >                  SYSMGR@CADLAB.ENG.UMD.EDU                        < -- ",1,sci.space
" In article <1qvatv$9ic@pandora.sdsu.edu> masc0442@ucsnews.sdsu.edu (Todd Greene)> > >Is there an Xt call to give me my application context? >I am fixing up an X/Motif program, and am trying to use XtAppAddTimeOut, >whose first argument is the app_context.  What call can I use >to give me this value? >      You can get the ApplicationContext associated with a widget by calling     XtWidgetToApplicationContext.  -- =============================================================================== Ian Hogg						ianhogg@cs.umn.edu                                                         (612) 424-6332 ",2,comp.windows.x
" In article <92821@hydra.gatech.EDU> gtd597a@prism.gatech.EDU (Hrivnak)>In article <gfmoD2e00iV1892owC@andrew.cmu.edu> gp2f+@andrew.cmu.edu (Gary James Patalsky)>>Bad news for the Patrick division next year.  Caps GM David Polie is >>reportedly trying to get a front office job with the NHL.  I cant >>believe Polie has not been fired despite 10 years of mediocrity. > >	YES! YES! THE IDIOTS GONE! THE IDIOTS GONE!!!!!!! I wish >this happened before he traded Hrivnak. Anyway, THE IDIOTS GONE!!! >  Hes not gone yet.  The position opening is down to Polie and the Sabres GM Gerry Meehan.  I think Id like to see Meehan gone...  --  Valerie Hammerl			""Some days I have to remind him hes not  hammerl@acsu.buffalo.edu	Mario Lemieux.""  Herb Brooks on Claude acscvjh@ubms.cc.buffalo.edu	Lemieux, top scorer for the Devils, but  v085pwwpz@ubvms.cc.buffalo.edu  known for taking dumb penalties. ",0,rec.sport.hockey
" My vote goes to John Vanbiesbrouck.  His mask has a skyline of New York City, and on the sides there are a bunch of bees (Beezer).  It looks really sharp.  --     Keith Keller				LETS GO RANGERS!!!!! 						LETS GO QUAKERS!!!!! 	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!              ""When I want your opinion, Ill give it to you.""  ",0,rec.sport.hockey
" Picture if you will, the Habs going into the last couple minutes of the game, leading 2-0.  The Nords get a power play, pull Hextall, and get a goal.  Bout a minute later, they get another one.  Then they win in overtime......  A bad dream?.......  Hows that Red Hot Chili Peppers song go... ""Give it away,give it away, give it away now....""  Oh well.  Suppose I can always watch the Leafs win tomorrow night....    (smilies.....)  Am I the only female hockey fan in the world?  Susan Carroll-Clark sclark@epas.utoronto.ca  ",0,rec.sport.hockey
" There is an interesting opinion piece in the business section of todays LA Times (Thursday April 15, 1993, p. D1).  I thought Id post it to stir up some flame wars - I mean reasoned debate.  Let me preface it by saying that I largely agree that the ""Space Age"" in the romantic sense of several decades ago is over, and that projects like the space station miss the point at this time.  Reading, for example, ""Whats New"" - the weekly physics update we get here on the net - its clear that the romance of the day lies in the ever more fine-grained manipulation ofits spinoffs in computer hardware and elsewhere), and the amazing things people are doing with individual atoms these days.  To a large extent, I think, the romance some people still have with space is a matter of nostalgia.  I feel sure that someday we - or more precisely, our ""mind children"" - will spread across space (unless we wipe ourselves out); but I think that *manned* space exploration is not what is exciting about what we can do *now*.     Anyway, let me quote some of this article, but not all...   SPACE AGE GLORY FADES FROM VIEW  Micheal Schrage (writer, consultant, and research associate at MIT)  At 35, Americas Space Age wont have to suffer through the angst of a midlife crisis.  The reason is that the Space Age is already dead.  The technologies no longer define our times, and the public has grown weary of the multibillion -dollar celestial investments that yield minimal psychic or economic rewards.    Space exploration has mutated from a central focuse of Americas science and technology debate into a peripheral issue.  Speace is not a meaningful part of the ongoing industrial competitiveness debate, our technology infrastructure discussions or even our defense conversion policy.    To be sure, America should continue to invest in satellite technologies for telecommunications and remote sensing - cheap deep-space probes would be nice too - but the ideal of space as a meaningful driver of scientific and industrial innovation is now dead.  .....  Before the change in administrations, it would have been foolish to write an obituary for the Space Age.  The Bush White House aggressively supported the space program and proposed spending well over $30 billion to build space station Freedom alone.  Even as he proposed budget cuts in other science and technology domains, Office of Management and Budget Director Richard Darman was an outspoken public champion of big-ticket space expenditures.  The reality that much of the civilian space program - from the shuttle to the Hubble telescope to the space station - was poorly conceived and unimpressively implemented did not seem to matter much.  Political inertia and a nostalgic sense of futurism - not a coherent vision or cost-effective sensibilities - determined multibillion-dollar space budgets.  Indeed, with few notable exceptions, such as Voyager, the post-Apollo era is the story of the gold-plated porkification of space exploration with programs and promises that delivered less for more and more.    ......  While the Clinton Administration has kept on the highly regarded Daniel Goldin as administrator of the National Aeronautics and Space Administration, it seems clear that space exploration is not being positioned as either a symbolic or substantive centerpiece of Americas technological prowess.  The space station budget has - rightly - been slashed.  Space is virtually ignored when the Administration champions its competitiveness agenda.  ......  ""I wish this had happened 10 years ago instead of starting to happen now,"" says Bruce Murray, a Caltech professor who ran NASAs Jet Propulsion Lab in Pasadena.  ""Weve put off a lot of things we shouldnt have.... I would rather see a $10-billion NASA doing well than a $40-billion one filled with white elephants."" ",1,sci.space
"  Sorry for asking a question thats not entirely based on the technical aspects of space, but I couldnt find the answer on the FAQs !  Im currently in the UK, which makes seeing a Space Shuttle launch a little difficult.....  However, I have been selected to be an exchange student at Louisiana State Uni. from August, and I am absolutely determined to get to see a Space Shuttle launch sometime during the year at which I will be in America.  I hear theres a bit of a long mailing list, so if someone can tell me how to get tickets and where to get them from, then please E-mail me !  Thanks very much for your patience....  (And if anyone else wants to know, tell me and Ill summarize for you - just to save all those poor people who have to pay for their links !) --  ===============================    April is the cruellest month Andrew Wong                    \   Mixing memory and desire -----x-----                     \",1,sci.space
" In article <1r46o9INN14j@mojo.eng.umd.edu> sysmgr@king.eng.umd.edu>In article <C5tEIK.7z9@zoo.toronto.edu>, henry@zoo.toronto.edu (Henry Spencer)> >>Apollo was done the hard way, in a big hurry, from a very limited >>technology base... and on government contracts.  Just doing it privately, >>rather than as a government project, cuts costs by a factor of several. > >So how much would it cost as a private venture, assuming you could talk the >U.S. government into leasing you a couple of pads in Florida?  > Why use a ground launch pad. It is entirely posible to launch from altitude. This was what the Shuttle was originally intended to do! It might be seriously cheaper.   Also, what about bio-engineered CO2 absorbing plants instead of many LOX bottles? Stick em in a lunar cave and put an airlock on the door.  --  ****************************************************************************                     Marvin Batty - djf@uk.ac.cov.cck ""And they shall not find those things, with a sort of rafia like base, that their fathers put there just the night before. At about 8 Oclock!"" ",1,sci.space
" ONLINE AND OTHER SOURCES OF IMAGES, DATA, ETC.   INTRODUCTION      A wide variety of images, data, catalogs, information releases, and     other material dealing with space and astronomy may be found on the net.     A few sites offer direct dialup access or remote login access, while the     remainder support some form of file transfer. Many sites are listed as     providing anonymous FTP. This refers to the File Transfer Protocol on     the Internet. Sites not connected to the Internet cannot use FTP     directly, but there are a few automated FTP servers which operates via     email. Send mail containing only the word HELP to ftpmail@decwrl.dec.com     or bitftp@pucc.princeton.edu, and the servers will send you instructions     on how to make requests.      The sources with the broadest selection of material are the NASA Ames     SPACE archive and the National Space Science Data Center.      Dont even ask for images to be posted to the net. The data volume is     huge and nobody wants to spend the time on it.   VIEWING IMAGES      The possible combinations of image formats and machines is forebodingly     large, and I wont attempt to cover common formats (GIF, etc.) here. To     read PDS and VICAR (and many other) formats on Unix systems running X,     use XV 2.11, available by anonymous FTP from export.lcs.mit.edu     (18.24.0.12) in contrib/xv-2.11.tar.Z and the other standard X11 FTP     sites.      The FAQ for the Usenet group alt.binaries.pictures discusses image     formats and how to get image viewing software. A copy of this document     is available by anonymous FTP from the Usenet FAQ archives at     pit-manager.mit.edu (18.72.1.58), in directory     pub/usenet/alt.binaries.pictures.   ONLINE ARCHIVES      NASA AMES      Extensive archives are maintained at NASA Ames and are available via     anonymous FTP or an email server. These archives include many images and     a wide variety of documents including this FAQ list, NASA press     releases, shuttle launch advisories, and mission status reports. Please     note that these are NOT maintained on an official basis.      FTP users should connect to ames.arc.nasa.gov (128.102.18.3) and look in     pub/SPACE. pub/SPACE/Index contains a listing of files available in the     archive (the index is about 200K by itself).      To access the archives by email, send a letter to     archive-server@ames.arc.nasa.gov (or ames!archive-server). In the     subject of your letter (or in the body), use commands 	send SPACE Index 	send SPACE SHUTTLE/ss01.23.91.      The capitalization of the subdirectory names is important. All are in     caps. Only text files are handled by the email server at present; use     one of the FTP email servers described in the introduction to this     section for images or programs.      The Magellan Venus and Voyager Jupiter, Saturn, and Uranus CD-ROM image     disks have been put online in the CDROM and CDROM2 directories. The     disks will be rotated on a weekly basis. Thousands of images are     available in these collections.      The GIF directory contains images in GIF format. The VICAR directory     contains Magellan images in VICAR format (these are also available in     the GIF directory). A PC program capable of displaying these files is     found in the IMDISP directory (see the item ""VIEWING IMAGES"" below).      The NASA media guide describes the various NASA centers and how to     contact their public affairs officers; this may be useful when pursuing     specific information. Its in MISC/media.guide.      Any problems with the archive server should be reported to Peter Yee     (yee@ames.arc.nasa.gov).       NASA ASTROPHYSICS DATA SYSTEM      The ADS is a distributed data retrieval system which is easy to use and     provides uniform access to ground-based and space-based astronomy data     from NASA data centers across the country. It currently has over 140     data catalogs of radio, infrared, optical, UV, and X-ray data which can     be queried by position or any other parameter in the catalog. The ADS     also provides tools to manipulate and plot tabular results. In addition,     ADS has a Beta version of an Abstracts Service which allows users to     query over 125,000 abstracts of astronomy papers since 1975 by authors,     keywords, title words, or abstract text words.      ADS use requires direct Internet access. For more info and to sign up to     become a user, email ads@cuads.coloradu.edu. The Users Guide and     ""QuickStart"" Guide are available by anonymous FTP to sao-ftp.harvard.edu     in directory pub/ads/ADS_User_Guide (PostScript files).      Contact Carolyn Stern Grant (stern@cfa.harvard.edu).       NASA JET PROPULSION LAB (MISSION INFORMATION AND IMAGES)      pubinfo.jpl.nasa.gov (128.149.6.2) is an anonymous FTP site operated by     the JPL Public Information Office, containing news releases, status     reports, fact sheets, images, and other data on JPL missions. It may     also be reached by modem at (818)-354-1333 (no parity, 8 data bits, 1     stop bit).      Contact newsdesk@jplpost.jpl.nasa.gov or phone (818)-354-7170.       NASA LANGLEY (TECHNICAL REPORTS)      techreports.larc.nasa.gov is an anonymous FTP site offering technical     reports. To get started, cd to directory pub/techreports/larc/92 and     retrieve files README and abstracts.92. Most files are compressed     PostScript. The reports are also in a WAIS database with the following 	(:source 	 :version 3 	 :ip-name ""techreports.larc.nasa.gov"" 	 :tcp-port 210 	 :database-name ""nasa-larc-abs"" 	 :cost 0.00 	 :cost-unit :free 	 :maintainer ""M.L.Nelson@LaRC.NASA.GOV"" 	 :description ""NASA Langley Research Center Technical Reports      Contact tr-admin@techreports.larc.nasa.gov.       NASA SPACELINK      SpaceLink is an online service located at Marshall Space Flight Center     in Huntsville, Alabama. The system is specifically designed for     teachers. The data base is arranged to provide easy access to current     and historical information on NASA aeronautics, space research, and     technology transfer information. Also included are suggested classroom     activities that incorporate information on NASA projects to teach a     number of scientific principles. Unlike bulletin board systems, NASA     Spacelink does not provide for interaction between callers. However it     does allow teachers and other callers to leave questions and comments     for NASA which may be answered by regular mail. Messages are answered     electronically, even to acknowledge requests which will be fulfilled by     mail. Messages are generally handled the next working day except during     missions when turnaround times increase. The mail system is closed-loop     between the user and NASA.      SpaceLink also offers downloadable shareware and public domain programs     useful for science educators as well as space graphics and GIF images     from NASAs planetary probes and the Hubble Telescope.      You can dial in at (205)-895-0028 (300/1200/2400/9600(V.32) baud, 8     bits, no parity, 1 stop bit), or telnet to spacelink.msfc.nasa.gov     (128.158.13.250, also known as xsl.msfc.nasa.gov) if youre on the     Internet. Anonymous FTP capability (password guest) is now available.      Most of this information is also available from the Ames server in     directory SPACELINK.       NATIONAL SPACE SCIENCE DATA CENTER (NSSDC)      The National Space Science Data Center is the official clearinghouse for     NASA data. The data catalog (*not* the data itself) is available online.     Internet users can telnet to nssdca.gsfc.nasa.gov (128.183.36.23) and     log in as NODIS (no password). You can also get the catalog by sending     email to request@nssdc.gsfc.nasa.gov.      You can also dial in at (301)-286-9000 (300, 1200, or 2400 baud, 8 bits,     no parity, one stop). At the ""Enter    carriage return. When the system responds ""Call Complete,"" enter a few     more carriage returns to get the ""    password).      The system is menu-driven; topics available as of 3/93 	1   -	Master Directory - NASA & Global Change 	2   -	Personnel Information Management System 	3   -	Nimbus-7 GRID TOMS Data 	4   -	Interplanetary Medium Data (OMNI) 	5   -	Request data and/or information from NSSDC 	6   -	Geophysical Models 	7   -	CANOPUS Newsletter 	8   -	International Ultraviolet Explorer Data Request 	9   -	CZCS Browse and Order Utility 	10  -	Astronomical Data Center (ADC) 	11  -	STEP Bulletin Board Service 	12  -	Standards and Technology Information System 	13  -	Planetary Science & Magellan Project Information 	14  -	Other Online Data Services at NSSDC 	15  -	CD-ROMS Available at NSSDC      For users with Internet access, datasets are made available via     anonymous FTP once you select the desired datasets from the online     catalog. For other users, data may be ordered on CD-ROM and in other     formats. Among the many types of data available are Voyager, Magellan,     and other planetary images, Earth observation data, and star catalogs.     Viewers for Macintosh and IBM systems are also available. As an example     of the cost, an 8 CD set of Voyager images is $75. Data may ordered     online, by email, or by physical mail. The postal address 	National Space Science Data Center 	Request Coordination Office 	Goddard Space Flight Center 	Code 633 	Greenbelt, MD  20771 	Email      SPACE TELESCOPE SCIENCE INSTITUTE ELECTRONIC INFORMATION SERVICE      stsci.edu (130.167.1.2) has a large amount of information about the     Hubble Space Telescope available by anonymous FTP, such as status     reports and newsletters, in addition to material oriented towards HST     observers and proposers. Get the top level README file to begin with.     Contact Pete Reppert (reppert@stsci.edu) or Chris ODea     (odea@stsci.edu).       STARCAT      The Space Telescope European Coordination Facility, at ESO/Garching     provides on-line access to a huge astronomical database, featuring  	- Observation log files of several satellites/telescopes 	    (IUE,IRAS,HST,NTT...). 	- Spectra and images (IUE, HST). 	- Most of the astronomical catalogues (SAO, HR, NGC, PPM, IRAS, 	    Veron, GSC and many others, more than 50) in a very convenient 	    way (give center+radius+kind of objects, and you get the 	    corresponding files!).      Log on as ``starcat (no password) on node stesis.hq.eso.org     (134.171.8.100) or on STESIS (DECnet). The files created can be     retreived by FTP.    89 320 06 433) at ST-ECF       ASTRONOMICAL DATABASES      The full SAO stellar database is *NOT* available online, probably due to     the 40 MB size. It may be ordered on magnetic tape from the NSSDC. A     subset containing position and magnitude only is available by FTP (see     ""Astronomy Programs"" below).      nic.funet.fi (128.214.6.100) has a large collection of astronomical     programs for many types of computers, databases of stars and deep sky     objects, and general astronomy information in directory /pub/astro. This     site is mainly for European users, but overseas connections are     possible.      The Ames archives contain a database of 8,436 galaxies including name,     RA, declination, magnitude, and radial velocity in MISC/galaxy.dat.     Supplied by Wayne Hayes (wayne@csri.utoronto.ca).      iris1.ucis.dal.ca (129.173.18.107) has a number of GIFs from Voyager,     Hubble, and other sources available by anonymous FTP in pub/gif (most of     this data is also in SPACE/GIF on the Ames server). Please restrict     access to 5pm - 8am Atlantic time.      pomona.claremont.edu has the Yale Bright Star catalog for anonymous FTP     in directory [.YALE_BSC]. Contact James Dishaw     (jdishaw@hmcvax.claremont.edu).      The Hubble Guide Star catalog is available on CD-ROM for the Mac and PC     for $49.95 US (catalog # ST101).  	Astronomical Society of the Pacific 	390 Ashton Ave. 	San Francisco, CA 94112     For German (and possibly other European) readers, Jost Jahn has a     service to distribute astronomical data to interested amateurs at cost.     About 30-40 catalogs are available for DM 6..8/disk. Several floppy disk     formats are available. Because of the expense of receiving email on his     system, he asks that you contact him by physical 	Jost Jahn 	Neustaedter Strasse 11 	W-3123 Bodenteich 	GERMANY      ASTRONOMY PROGRAMS      Various astronomy-related programs and databases posted to the net in     the past are archived for anonymous FTP at multiple sites, including     ftp.uu.net (137.39.1.9). Also see the ASTRO-FTP list posted to sci.astro     monthly, which is more complete than this list.      Astonomical/Space-related sources of interest in     Volume    Volume 12,    Volume    Volume     Astonomical/Space-related sources of interest in     Volume    Volume    Volume    Volume    Volume    Volume    Volume    Volume    Volume     Elwood Downey (e_downey@tasha.cca.cr.rockwell.com), the author of     ""ephem"", has offered to mail copies to people who cant find it on one     of the archives.      XSAT, an X Window System based satellite tracking program, is     available by anonymous FTP from export.lcs.mit.edu (18.24.0.12) in     contrib/xsat1.0.tar.Z. Contact Dave Curry (davy@ecn.purdue.edu)     for more information.      Xsky, a computerized sky atlas for the X Window System, is available for     anonymous FTP on arizona.edu in the directory [.SOFTWARE.UNIX.XSKY] as     xsky.tarz. Contact Terry R. Friedrichsen (terry@venus.sunquest.com) for     more information.      The ""Variable Stars Analysis Software Archive"" is available via     anonymous FTP from kauri.vuw.ac.nz (130.195.11.3) in directory     pub/astrophys. This is intended for specialists in this field, and they     would appreciate people from outside New Zealand confining their FTP     access to the astrophys directory, as they pay a significant amount for     Internet access. Contents are relatively sparse at present due to the     youth of the archive - contributions are encouraged. Contact the archive     administrator, Timothy Banks (bankst@kauri.vuw.ac.nz) for more     information.      The ""IDL Astronomy Users Library"" is available by anonymous FTP from     idlastro.gsfc.nasa.gov (128.183.57.82). This is a central repository for     general purpose astronomy procedures written in IDL, a commercial image     processing, plotting, and programming language. Contact Wayne Landsman     (landsman@stars.gsfc.nasa.gov) for more information.       ORBITAL ELEMENT SETS      The most recent orbital elements from the NASA Prediction Bulletins are     carried on the Celestial BBS, (513)-427-0674. Documentation and tracking     software are also available on this system. The Celestial BBS may be     accessed 24 hours/day at 300, 1200, or 2400 baud using 8 data bits, 1     stop bit, no parity.      Orbital element sets are available via anonymous FTP from the     following     archive.afit.af.mil (129.92.1.66)	    NASA,TVRO,Shuttle     ftp.funet.fi (128.214.6.100)	    NASA,TVRO,Molczan,CelBBS,     kilroy.jpl.nasa.gov (128.149.1.165)     NASA,Molczan      SPACE DIGEST ARCHIVES      Copies of back issues of Space Digest are archived on     LISTSERV@UGA.BITNET. Send mail containing the message ""INDEX SPACE"" to     get an index of files; send it the message ""GET filename filetype"" to     get a particular file.   LANDSAT AND NASA PHOTOS      You can get black-and-white    $10, $18, $12 respectively for any Landsat data more than 2 years old     from EDC, (Eros (Earth Resources Orbiting Satellite) Data Center). Call     them at (605)-594-6511. You get 80 meter resolution from the MSS     scanner, 135x180 kilometers on a picture 135x180 mm in size. I think you     have to select one band from (green, red, near IR, second near IR), but     Im not sure. Digitial data is also available at higher prices.      Transparencies of all NASA photos available to the public can be     borrowed from the NASA photo archive; you can have copies or prints     made.  	 NASA Audio-Visual Facility 	 918 North Rengstorff Ave 	 Mountain View, CA  94043 	 (415)-604-6270   PLANETARY MAPS      The USGS address for maps of the planets     U.S. Geological Survey,     Distribution Branch,     Box 25286, Federal Center, Bldg. 41     Denver, CO 80225      Maps cost $2.40 to $3.10 per sheet (a few come in sets of 2 or 3 sheets).      The best global maps of Mars based on Viking images are    scale in 3 sheets. These maps     I-1535 (2 sheets only) - relief, albedo, names     I-1535     I-1618 (3 sheets) - relief, names     I-2030 (3 sheets) - relief, topographic contours     I-1802-A,B,C (3 sheets) - geology      There are many other maps as    relief, albedo, geology, photomosaic forms (not all 30 sheets available     in all formats); 140 sheets at    whole planet, about 100 sheets of interesting sites at    in photomosaic format, and lots of special sheets.      Then there are maps of Mercury, Venus, the Moon, the four Galilean     Satellites, six moons of Saturn and five of Uranus. [Phil Stooke     (stooke@vaxr.sscl.uwo.ca), the author of this item, has offered to     respond to email requests for information on any topic relating to lunar     and planetary maps.]   COMETARY ORBIT DATA      The Central Bureau for Astronomical Telegrams and the Minor Planet     Center announce the sixth edition of the Catalogue of Cometary Orbits in     IAU Circular 4935. The catalogue contains 1292 entries which represent     all known comets through November 1989 and is 96 pages long.     Non-subscribers to the Circulars may purchase the catalogue for $15.00     while the cost to subscribers is $7.50. The basic catalogue in ASCII     along with a program to extract specific orbits and calculate     ephemerides is available on MS-DOS 5.25-inch 2S2D diskette at a cost of     $75.00 (the program requires an 8087 math coprocessor). The catalogue     alone is also available by e-mail for $37.50 or on magnetic tape for     $300.00.      Except for the printed version of the catalogue, the various magnetic     media or e-mail forms of the catalogue do not specifically meantion     non-subscribers. It is possible that these forms of the catalogue may     not be available to non-subscribers or that their prices may be more     expensive than those given. Mail requests for specific information and     orders 	Central Bureau for Astronomical Telegrams 	Smithsonian Astrophysical Observatory 	Cambridge, MA 02138, USA",1,sci.space
" In article <533@imp.HellNet.org> devil@loki.HellNet.org (Gil Tene)>I am trying to figure out the current C++ toolkit ""directions"". >More simply, Id like to know which C++ toolkit to ""bet on""  >for use in a new long term project.  I have the same problem.  I have looked at Motif++, WWL, InterViews, GINA++, and a few variations on the above.  Ive also done a cursory examination of Rogue Waves View.h++.  I like View.h++s abstractions best of all of the toolkits I mentioned, but the resulting code looks little like Motif, and I have little confidence that this software will catch on or otherwise result in significant longevity for my code.  GINA++ allows you to write code which looks a great deal like Motif and also makes interesting use of inheritance, but the resulting code is almost too Motif-like, and is certainly not significantly less verbose than equivalent C code.  InterViews looks promising, but I havent found a free version with Motif support, and Im not confident how widely InterViews with Motif support will be adopted, and what (if any) specific Motif support will be available over time.  The other libraries produce code which is less Motif-like, but which does not make sufficient use of the features of C++ to simplify my coding task.  At this point, my inclination is to write my Motif manipulation routines in C, and invoke those routines from my C++ code using simple abstractions suited to my specific task.  Later, if OSF or some credible standards-setting body comes up with a C++ interface to Motif, I will change to that.  It does me no goo to write in C++ if my choice of interfaces leaves me with code which leaves me tied to an abstraction which is not consistent with the industry directions.  Its better to take a standard if inferior solution for now than to go with a slgihtly superior approach which will leave me with both useless code and useless skills a few years from now.  Views.h++ is the only library Id consider right now, but in our environment, wed end up spending nearly $5000 to use it, and I cant justify it when its likely to cause short-term productivity decreases as we learn the new abstraction, and is unlikely to be a sufficiently long-lived solution for us to reap the benefits at the high end of the J curve.  - Brad --  Brad Daniels		`	|  ""If money cant buy happiness, daniels@neosoft.com		|   I guess Ill have to rent it."" I dont work for NeoSoft, and	|		- Weird Al Yenkovic dont speak for my employer.	| ",2,comp.windows.x
" I have a question regarding the processing of program arguments such as the -geometry option. Since this is a standard X option,  Im wondering wether I have to parse it manually or whether there is some predefined function that will do this for me?  Thanks for any info --> Robret ",2,comp.windows.x
" While I cannot answer questions about running XDM over a DECnet, I can say that the following defines must be added to the site.def before building R5 before any X clients will work over a DECnet.  From site.def  #define ConnectionFlags -DTCPCONN -DUNIXCONN -DDNETCONN #define ExtraLibraries -ldnet  Hoping this helps,  George  -- /******************************************************************* * The opinions expressed are those of the author and in no way     * * represent the opinions of the CUNY Graduate School, its agencies * * or personnel.  mcc@timessqr.gc.cuny.edu  ||  CMCGC@CUNYVM.BITNET * *******************************************************************/ --  /******************************************************************* * The opinions expressed are those of the author and in no way     * * represent the opinions of the CUNY Graduate School, its agencies * * or personnel.  mcc@timessqr.gc.cuny.edu  ||  CMCGC@CUNYVM.BITNET * ",2,comp.windows.x
" In article <gp2011-200493132808@m248-68.bgsu.edu>, gp2011@andy.bgsu.edu (George Pavlic)>  >  > Sorry to everyone for wasting space.  Matt, the other day you posted that > you were doing a mailing list of playoff stats.  I lost your address.  > Please put me on that list.  Thanks. >  > George   Sorry again.  I guess you need my address.  gp2011@mailserver.bgsu.edu ",0,rec.sport.hockey
" Ive just read Richard Langleys latest ""Navstar GPS Constellation Status"".  It states that the latest satellite was placed in Orbit Plane Position C-3. There is already one satellite in that position. I know that its almost ten years since that satellite was launched but its still in operation so why not use it until it goes off?  Why not instead place the new satellite at B-4 since that position is empty and by this measure have an almost complete GPS-constellation (23 out of 24)?  /Thomas ================================================================================ Ericsson Telecom, Stockholm, Sweden        Thomas Enblom, just another employee.      ",1,sci.space
" In article <C5Ky9y.MKK@raistlin.udev.cdc.com> pbd@runyon.cim.cdc.com (Paul Dokas)>Anyhow, the ad stated that theyd sell rockets that were up to 20 in length >and engines of sizes ""F"" to ""M"".  They also said that some rockets will >reach 50,000 feet. > >Now, aside from the obvious dangers to any amateur rocketeer using one >of these beasts, isnt this illegal?  I cant imagine the FAA allowing >people to shoot rockets up through the flight levels of passenger planes.  The situation in this regard has changed considerably in recent years. See the discussion of ""high-power rocketry"" in the rec.models.rockets frequently-asked-questions list.  This is not hardware you can walk in off the street and buy; you need proper certification.  That can be had, mostly through Tripoli (the high- power analog of the NAR), although the NAR is cautiously moving to extend the upper boundaries of what it considers proper too.  You need special FAA authorization, but provided you arent doing it under one of the LAX runway approaches or something stupid like that, its not especially hard to arrange.  As with model rocketry, this sort of hardware is reasonably safe if handled properly.  Proper handling takes more care, and you need a lot more empty air to fly in, but its basically just model rocketry scaled up.  As with model rocketry, the high-power people use factory-built engines, which eliminates the major safety hazard of do-it-yourself rocketry. --  All work is one mans work.             | Henry Spencer @ U of Toronto Zoology                     - Kipling           |  henry@zoo.toronto.edu  utzoo!henry ",1,sci.space
