content,target,target_names
" In article <Apr.13.00.08.27.1993.28403@athos.rutgers.edu> creps@lateran.ucs.indiana.edu (Stephen A. Creps)>In article <Apr.10.05.30.16.1993.14313@athos.rutgers.edu> jemurray@magnus.acs.ohio-state.edu (John E Murray)> >   On Palm Sunday at our parish, we were ""invited"" to take the role of >Jesus in the Passion.  I declined to participate.  Last year at the >liturgy meeting I pointed out how we crucify Christ by our sins, so >therefore it is appropriate that we retain the role of the crowd, but >to no avail. > >>musicians, readers, and so on.  New things are introduced in the course of the >>liturgy and since no one knows whats happening, the new things have to be >>explained, and pretty soon instead of _doing_ a lot of the Mass were just >>sitting there listening (or spacing out, in my case) to how the Mass is about >>to be done.  In my mind, I lay the blame on liturgy committees made up of lay >>people to be aware of the Lords presence.  As a former Catholic and now as a very active Lutheran - it is some of the ""innovations"" of the Mass which made me leave the Catholic Church and return to the more traditional Catholic Chuch - the Lutherans.  I spent many years as a Lector reading the Passion parts as appropriate in the Catholic Church and I found it very meaningful.  Our Lutheran parish just instituted the ""Tenebrae"" service for Good Friday and I was the lector for  a paraphrased Passion which was exceptional.  I heard and learned things that I have previously overlooked in the Gospels - yet those ""facts"" were always there.  As a matter of interest, the pastor and I were talking about the differences between the RC and Lutheran Church during Holy Week over breakfast Easter Sunday. > >   As a member of a liturgy committee, I can tell you that the problem >is certain people dominating, who want to try out all kinds of >innovations.  The priests dont seem even to _want_ to make any >decisions of their own in many cases.  I guess its easier to ""try >something new"" than it is to refuse to allow it.  My wife is the member of the liturgy committee in the family (called music and worship at our church).  Our pastor does have control of this committee but listens very carefully to the committees suggestions.  It needs a strong hand to lead and guide, to keep the intent and the message clear and strong as it should be through Lent and the rest of the liturgical year.  Additional reason for my leaving the Catholic faith - lack of any selfless spiritual guidance by priests in my parishes.  AKA ""wishy-washy"".   As you may gather from my comments, I feel that it is very important, ir- regardless of denominational guidelines, to have a service/Mass which promotes the true reason that we are gathered there.  I am quite comfortable in a traditional Mass, with receiving Holy Communion on the tongue, the Sacrament of PENANCE (not Reconciliation), Stations of the Cross, so on and so forth. The reason other types of Masses and parishes exist is because these feelings are not shared by everyone.  I want more people to attend church and to find the Lord, but I dont want  them attending a show.  Its not.  My church works hard to have a meaningful service during Lent on Wednesdays, but follow traditional Lutheran Book of Worship guidelines.  Where things are changed or omitted during Lent (such as the Hymn of Praise) it is noted so that we are aware of the reasons that it is Not there.  Quite frankly, it is very hard for a non-Catholic to go to a Mass and ""fit in"". My dear wife never could (former Methodist).  And Holy Week Masses and Vigils would intimidate the daylights out of a non-Catholic.  Those Catholics who have beared with me this far understand what I mean.  Please keep in mind why we are there - to gather together in worship.  Not to worry about how something is done or not done.  If there is something wrong that you feel needs addressing, by all means talk to your priest or pastor.  I have only ever met one who wouldnt listen.  They are there to  provide spiritual guidance and to help.  Use them.  My differences with the Catholic Church are much more fundamental - but my decision to change faiths was done with prayer, intervention, and sessions with priests and ministers.  In Christ, Kershner --  Kershner Wyatt kwyatt@ccscola.ColumbiaSC.ncr.com  My opinions are my own and arent necessarily my employers. ",1,soc.religion.christian
" In article <1993Apr15.200629.7200@alleg.edu> luriem@alleg.edu(Michael Lurie) The Liberalizer> >     Actually, I kind of liked the Abott trade. We did trade the rookie of   >the year, SNOW, but with Don mattingly at first for another 8 years, Why   >bother.  Id be willing to make two1) Snow doesnt win ROY. 2) Mattingly is out of baseball within five years.  Im skeptical of the first, because I dont think Snow is that good a player, and he is on a losing team.  Im skeptical of the second because of his back.  Mattingly is 32 this year, and how many players play until they are 40?  Not too many, and most of them didnt have chronic back problems when they were 32.  Could be wrong on either or both, but I think thats the smart way to bet...  Cheers, -Valentine ",2,rec.sport.baseball
" >Well, you young fellers wont remember, but we used to have side vent >front windows until some damn bean counter scrapped them. These were >separate triangular windows at the leading edge of the front doors >that pivoted outward at the rear edge. Worked like a charm.   Yeah, I loved the vent windows on my 82 Escort (hell, the only thing I liked about the car).  One of the things Id like to see brought back.  Does anyone know if theyre an option on the new Escorts?  TRH ",0,rec.autos
        I want to get a car alarm and I am thinking about getting an Ungo Box.     Does anyone out there have any knowledge or experience with any of     these alarms?  How about price ranges for the different models?     Are these good car alarms?  Please email me any responces.                  cak3@ns3.lehigh.edu                                          Chad                                                 Chad ,0,rec.autos
" In article <1993Apr5.135153.11132@wdl.loral.com> gwm@spl1.spl.loral.com (Gary W. Mahan)>Road and Track (2/88) BMW325is     0-60 7.5s, 1/4 mile 15.7s >               (Road Test  >                Annual 1993)       0-60 8.3s, 1/4 mile 16.2s > > >Those are the numbers I was quoting, I have driven the older model but not the >newer.   sure sounds like they got a ringer.  the 325is i drove was definitely faster than that.  if you want to quote numbers, my AW AutoFile shows 0-60 in 7.4, 1/4 mile in 15.9.  it quotes Car and Drivers figures of 6.9 and 15.3.  oh, BTW, these numbers are for the 325i.  i dont know how the addition of variable valve timing for 1993 affects it. but dont take my word for it.  go drive it.  -teddy ",0,rec.autos
 I have been looking for a book that specifically addresses the mystery of God in the paradox.  I have read some that touch on the subject in a chapter but would like a more detailed read.  Is anyone aware of any books that deal with this subject.  Please e-mail me.  Thanks.  Barbara ,1,soc.religion.christian
"  In article <C5LMtr.Mo7@mentor.cc.purdue.edu> marshatt@feserve.cc.purdue.edu (Za uberer)>>>In article <1qgi8eINNhs5@skeena.ucs.ubc.ca>, yiklam@unixg.ubc.ca (Yik Chong Lam)>>>|> Hello, >>>|>     Does anyone know how to take out the bolt under the engine >>>|> compartment?  Should I turn clockwise or counter?  I tried any kind >>>|> of lubricants, WD-40,etc, but I still failed! >>>|>     Do you think I can use a electric drill( change to a suitable >>>|> bit ) to turn it out?  If I can succeed, can I re-tighten it not too >>>|> tight, is it safe without oil leak? >>>|> Thank you very much in advance------  Winson  Dont worry about leaks.  Dont worry about which way to turn the damn thing. Take a good claw hammer and pry it straight out.  Now, youll notice, after all the oil pours out, that there are no theads where there used to be.  Thats why heli coils were invented.  Yes, buy a few of these gems, and rethread the hole a little larger each time you change the oil. When the hole gets too big for any heli coil you can buy, its time to trade in the car... ",0,rec.autos
"  >>Is there such a thing as MSG (monosodium glutamate) sensitivity? >>Superstition. Anybody here have experience to the contrary? >>   As a person who is very sensitive to msg and whose wife and kids are too, I WANT TO KNOW WHY THE FOOD INDUSTRY WANTS TO PUT MSG IN FOOD!!!  Somebody in the industry GIVE ME SOME REASONS WHY!    IS IT AN INDUSTRIAL BYPRODUCT THAT NEEDS GETTING GET RID OF?  IS IT TO COVER UP THE FACT THAT THE RECIPES ARE NOT VERY GOOD OR THE FOOD IS POOR QUALITY?  DO SOME OF YOU GET A SADISTIC PLEASURE OUT OF MAKING SOME OF US SICK?  DO THE TASTE TESTERS HAVE SOME DEFECT IN THEIR FLAVOR SENSORS (MOUTH etc...)   THAT MSG CORRECTS?  I REALLY DONT UNDERSTAND!!!  ALSO ... Nitrosiamines (sp) and sulfites...   Why them?  There are  safer ways to preserve food, wines, and beers!  I think  1) outlaw the use of these substances without warning labels as large as those on cig. packages. 2) Require 30% of comparable products on the market to be free of these substances and state that they are free of MSG, DYES, NITROSIAMINES and SULFITES on the package. 3) While at it outlaw yellow dye #5.  For that matter why dye food?   4) Take the dyes and flavorings out of vitamins.  (In my OSCO only Stress Tabs (tm) didnt have yellow dye #5)  { My doctor says Yellow Dye #5 is responsible for 1/2 of all nasal polyps !!! }  KEEP FOOD FOOD!  QUIT PUTTING IN JUNK!  JUST MY TWO CENTS WORTH. --  Walter Lundby    --  Walter Lundby  ",3,sci.med
" Subject pretty much says it all - Im looking for Johnny Harts (creator of the B.C. comic stip) mailing address.  For those of you who havent seen them, take a look at his strips for Good Friday and Easter Sunday.  Remarkable witness!  If anyone can help me get in touch with him, Id really appreciate it!  Ive contacted the paper that carries his strip and -- theyll get back to me with it!  Thanks for your help,  Dave Arndt St. Peters Evangelical Lutheran Church St. Peter, MN 56082  darndt@nic.gac.edu ",1,soc.religion.christian
" In article <Apr.13.00.08.35.1993.28412@athos.rutgers.edu> caralv@caralv.auto-trol.com (Carol Alvin)>vbv@r2d2.eeap.cwru.edu (Virgilio (Dean) B. Velasco Jr.)>>In article <Apr.10.05.32.29.1993.14388@athos.rutgers.edu> caralv@caralv.auto-trol.com (Carol Alvin)>> > ... >> > >> >Are all truths also absolutes? >> >Is all of scripture truths (and therefore absolutes)? >> > >> The answer to both questions is yes. > >Perhaps we have different definitions of absolute then.  To me, >an absolute is something that is constant across time, culture, >situations, etc.  True in every instance possible.  Do you agree >with this definition?  I think you> >> Similarly, all truth is absolute.  Indeed, a non-absolute truth is a  >> contradiction in terms.  When is something absolute?  When it is always >> true.  Obviously, if a ""truth"" is not always ""true"" then we have a >> contradiction in terms.    I agree with Carol here.  Determining absolutes is, practically speaking, a waste of time.  And we easily forget that relative truth is, in fact relative.  For example, I recently was asking some children the question ""What temperature does water boil at?""  I got the answer 212 degrees consistently.  I asked if they knew what scale, and was told ""Its just 212 degrees.  Any scale. Thats what all thermometers say.""  Well, thats sincere, and may be true in the experience of the speaker, but it is simply wrong.  IT is NOT an absolute truth.  Similarly, Scripture is full of Truth, which we should nurture and cherish, but trying to determine which parts are Absolute Truth and which parts are the manifestations of that in the context of the time and culture in which the text was penned is missing the point.  Then religion easily becomes an intellectual head-trip, devoid of the living experience of  the indwelling Trinity and becomes dead scholasticism, IMO.   [example of head-covering in Church deleted]  This was a good example.  There may be an Absolute Truth behind the writing, but the simplest understanding of the passage is that the instructions apply to the Corinthians, and not necessarily elsewhere. The instructions may reflect Absolute Truth in the context of first century culture and the particular climate at Corinth, which was having a LOT of trouble with order. Is it Absolute Truth to me?  No.  And I  see no compelling, or even reasonable, reason that it should be.   >Evangelicals are clearly not taking this particular part of scripture  >to be absolute truth.  (And there are plenty of other examples.) >Can you reconcile this?  Even the most die-hard literalists do not take all of the Bible literally. Ive yet to meet anyone who takes the verse ""blessed is he who takes your babies and smashes their heads against the rocks"" literally.  The Bible was not printed or handed to us by God with color codings to tell us what parts should be interpreted which way.    >> Many people claim that there are no absolutes in the world.  Such a >> statement is terribly self-contradictory.  Let me put it to you this >> way.  If there are no absolutes, shouldnt we conclude that the statement, >> ""There are no absolutes"" is not absolutely true?  Obviously, we have a >> contradiction here. > >I dont claim that there are *no* absolutes.  I think there are very >few, though, and determining absolutes is difficult.  I agree.  Very few.  And even if we knew them, personally, we may not be  able to express that in a way that still conveys Absolute Truth to another. The presence of absence of Absolutes may not make any difference, since I know I can never fully apprehend an Absolute if it walks up and greets me. > >> >There is hardly consensus, even in evangelical  >> >Christianity (not to mention the rest of Christianity) regarding  >> >Biblical interpretation. >>  >> So?  People sometimes disagree about what is true. This does not negate  >> the fact, however, that there are still absolutes in the universe.    I cant prove the existence of absolutes.  I can only rely upon MY experience. I also trust Gods revelation that WE cannot fully comprehend the infinite. Therefore we cant comprehend the Absolutes.  So I dont need them.   I can never know the essence of God, only the energies by and through which God is manifested to Gods creation.  So the reality can be that there ARE absolutes, but it is of no practical importance.  Its like claiming that the original scriptural autographs were perfect, but copies may not be.  Swell. Who cares?  It doesnt affect me in any practical useful way.  I might as  well believe that God has made a lot of electric blue chickens, and that they live on Mars.  Maybe God did.  So what? Is that going to have ANY effect on  how I deal with my neighbor, or God?  Whether or not I go to this or that cafeteria for lunch?  No.    This attitude leads many non-Christians to believe that ALL Christians are arrogant idiots incapable of critical reasoning.  Christianity is true, wonderful and sensible.  It appeals to Reason, since Reason is an inner reflection of the Logos of God.  Explanations that violate that simply appear to be insecure authoritarian responses to a complex world.       There IS a world of difference between authoritative and authoritarian.        Authoritative is en expression of authority that respects others.        Authoritarian is en expression of authority that fails to do that,        and is generally agressive.  Good parents (like God) are authoritative.        Many Christians are simply authoritarian, and, not surprisingly, few         adults respond to this treatment.  Larry Overacker (llo@shell.com) --  ------- Lawrence Overacker Shell Oil Company, Information Center    Houston, TX            (713) 245-2965 llo@shell.com ",1,soc.religion.christian
" tobias@convex.com (Allen Tobias) > In article <1993Apr15.024246.8076@Virginia.EDU> ejv2j@Virginia.EDU (""Erik Vel > >This happened about a year ago on the Washington DC Beltway. > >Snot nosed drunken kids decided it would be really cool to > >throw huge rocks down on cars from an overpass.  Four or five > >cars were hit.  There were several serious injuries, and sadly > >a small girl sitting in the front seat of one of them was struck  > >in the head by one of the larger rocks.  I dont recall if she  > >made it, but I think she was comatose for a month or so and  > >doctors werent holding out hope that shed live. > > > >What the hell is happening to this great country of ours?  I > >can see boyhood pranks of peeing off of bridges and such, but > >20 pound rocks??!  Has our society really stooped this low?? > > > >Erik velapold >  > Society, as we have known it, it coming apart at the seams! The basic reason > is that human life has been devalued to the point were killing someone is > ""No Big Deal"". Kids see hundreds on murderous acts on TV, we can abort  > children on demand, and kill the sick and old at will. So why be surprised > when some kids drop 20 lbs rocks and kill people. They dont care because the > message they hear is ""Life is Cheap""! >  > AT  Well people fortunatly or unfortunatly , only the US is experiencing the devaluation of human life (among  developed nations).  I am an American but I was raised in Europe, where the worst thing that  can happen to somebody is get his car broken into, or have his pocket picked by Slaves or Russian refugees.  Of cource there will be some nutcases, but thats extremely rare.  I.e. in Greece you can walk through any neighborhood at any time during the night without even worrying.  In Germany , you can walk the sidewalks at 4.00 am and not even look  behind your back, at the sanitation crews that clean the streets to a  sparkling cleen.  Whoever of you have been there you know what I am saying.  I dont have any easy answers but if we as a nation do some selfcritisism we might get somewhere.  Of course these postings sould be in soc.culture.US but if we reduce crime here it ll mean less car insurance rates ,thus we could spend more money on modifing our cars. (Now my posting is rec.autos.tech  revelant).  Vlasis  Theodore  ___________________ Software Engineer IDB Mobile Communications.  Sig under development ... ",0,rec.autos
" Mr. Blue (car@access.digex.com): Could somebody explain to me what a centrifuge is and what it is : used for? I vaguely remembre it being something that spins test tubes : around really fast but I cant remember why youd want to do that?   Purely recreational.  They get bored sitting in that rack all the time.    -- bob.					   | I only smile when I lie, You can learn more in a bar		   | And Ill tell you why... 	than you can in a lawyers office. | Were these more than just my opinions, they would have cost a bit more. ",3,sci.med
"  In a previous article, gwm@spl1.spl.loral.com (Gary W. Mahan) >>Why should a good driver be terrified at 130mph? The only thing I fear >>going at 130 are drivers, who switch to the left lane without using >>either rear-view-mirror or flashers. Doing 130 to 150 aint a rush >>for me, but its fun and I get where I want to go much faster. > >In defense of the drivers, who are in the right lane.  Here in the states, people simply do not expect when they are driving to be overtaken at a speed differential of 50+mph.  I dont think this is because they are stupid (of course, there are exceptions), they are just programmed because of the 55mph limit. Do you (in the states) when you look in the rear-view ALWAYS calculate future  positions of cars based on a 50+ speed differential.   >Dont get me wrong, I love to drive in the left lane fast but when I overtake >cars who are on the right, I slow down a tad bit. If I were to rely on the judgement of the other car, to recognize the speed differential, I would be the stupid one.    just to satiate my curiosity, why would this make you the stupid one?  It seems to me, everybody SHOULD be aware enough of what is going on.  You do not need to calculate the future position.  You need to look at your mirrors a little more.  If you glance around, you will be able to tell how much faster than you the car is going.  Maybe not precisely, but well enough to know if you should let him around before you try to pass.  I know what you are talking about, about the other driver being startled, because i myself have been startled by drivers cruising by at around 90-100mph when im doin 55-65.  The problem, though, as i saw it, was not their fault for barreling around me, but my fault for not paying the attention to my task-at-hand that i should have been. Oddly enough, since the 2nd time(happened 2x in around 4 mo. when id had my liscence for around 6 mo), i havent been startled..and ive been passed by cars doing roughly twice the speed of my car.  Another odd occurance is the fact that this only seems to happen on LONG trips...and if i drive along with them, it doesnt happen at all :-) even on the long trips! :-)  (adrenaline will do that to you...ive had bad cop experiences with speeding, so anything over the limit is adrenalizing for me...scared ill get caught :-)  Maybe they should raise the limit, so we can pay better attention.....  just curious, and my .otwo  DREW ",0,rec.autos
"   I hate to be rude, but screw the seating chart, post the stadium instead.  --  ------------------------THE LOGISTICIAN REIGNS SUPREME!!!---------------------- |									      | |   GO BLUE!!!   GO TIGERS!!!   GO PISTONS!!!   GO LIONS!!!   GO RED WINGS!!! | -------------------------------ching@wpi.wpi.edu------------------------------- ",2,rec.sport.baseball
" In article <May.5.02.52.15.1993.28800@athos.rutgers.edu> JEK@cu.nih.gov>Gerry Palo> > > ...there is nothing in Christianity that precludes the idea of > > repeated lives on earth. > >The Apostle Paul (Romans>rather than Esau to be the ancestor of the Covenant People and >ultimately of the Messiah, and that He made this choice while the >two boys were still in their mothers womb, and therefore could not >possibly have done anything good or evil to deserve their appointed >destinies. If we admit the possibility that they had lived previous >lives, and that (in accordance with the Asiatic idea of ""karma"") >their present lives are a reward or punishment for past behaviour, >this makes nonsense of Pauls whole point. >  The existence of repeated earth lives and destiny (karma) does not mean that everything that happens is predetermined by past deeds. There is an oriental view of it that tends in that direction, but I did not subscribe to that view.  God may choose one individual over another as the fit instrument for his plans, but that does not preclude that the development of that individual into what he is in this earthly life is not the result of a longer course of development.  I do not, and Rudolf Steiner did not, subscribe to the oriental view of an inexorable, mechanistic karma determining everything that befalls one.  This is a kind of shriveled caricature of a much greater law in the context of which the deed of Christ on Golgotha and the ultimate salvation and freedom of the human being as a working of Christ can be seen as the master theme and, indeed, a new impulse that was completely free of karma.  Christ incarnated only once in the flesh, and in that he had no debt of karma or sin.  The oriental concepts of reincarnation and karma, which are even more trivialized and mechanized in some new age teachings, incorrectly assume Jesus Christ to have been the reincarnation of a master.  avatar, etc. Their teaching of reincarnation and karma also has no concept the continuing individuality from one life to the next (e.g. Buddhism). More important, they have no concept of the resurrection of the body, the ultimate continuity of the whole human being -- to ultimate resurrection and judgement on the Last Day.  There is another biblical passage that also has a bearing. It is the tenth chapter of John, devoted almost entirely to the man born blind. Clearly here, Jesus tells the disciples that it was not his past karma or that of his parents that led to his blindness, but rather that a new impulse is to be revealed through him.  But note that he does not refute the disciples question.  In fact, they ask it as a matter of course, the question being stated as if it were self evident that only one of two possibilities existed - it was either the sins of the man himself, obviously not in this incarnation, or the sins of his parents.  The fact that they even asked about the first possibility at all indicates an awareness of the idea on their part and the form of Christs answer indicates that he did not disagree with it.  There is also Matthewthe Baptist,     ""If you care to accept it, he himself is Elias, who was to come.""  This also emphasizes that the Gospels do not have a positive teaching either way about reincarnation -- or, in fact, about what happens to the human being at all between death and the Last Day.  Even Jesus did not push this teaching on people who were not ready to embrace it (""If you care to accept it"").  So I took care to point out, not that the Bible teaches reincarnation but that it does not deny it either, and that much in both scripture and fundamental Christian doctrine becomes understandable if reincarnation is understood in the right way.  I pointedly used ""repeated earth lives"" to distinguish a little from the oriental doctrines usually associated with the word ""reincarnation"". The phrase is Rudolf Steiners (wiederholte Erdenleben).  He noted too that the idea needed to arise as a new insight in the west, completely free from eastern tradition.  It did in the eighteenth and nineteenth centuries, the most important expression of it being Lessings ""The Education of the Human Race"".  To return to your original point, Pauls statement about Jacob and Esau does not contradict the idea of repeated earth lives and karma. And both of these principles receive their fulfillment in the incarnation, death, and resurrection, ascension and return of Jesus Christ, in my view.  Regards,  Gerry Palo (73237.2006@compuserve.com) ",1,soc.religion.christian
" Id dump him.  Rude is rude and it seems he enjoys belittling and humiliating you.  But dont just dump him, write to him and tell him why you are firing him.  If you can, think about sending a copy of your letter to whoever is in charge of the clinic where he works,  if applicable, or maybe even to the AMA.  Dont be vindictive in your letter, be truthful but VERY firm.  But dont be a victim and just put up with it.  Take control!  Itll make you feel great!  Nancy M. --  Nancy P. Milligan					npm@netcom.com 							      or 							npm@dale.cts.com ",3,sci.med
"  Thanks to everyone who responded to my Honda Accord break question. It does seem that the master cylinder is bad. I will have my mechanic double check and be sure it isnt something simpler and cheaper first, but from your responses it sounds like it is very likely to be the master cylinder.  Thanks everyone!!  Joni ",0,rec.autos
" Greetings and Salutations!  I would like to get in touch with people who (a) consider themselves Christians (you define it), and (b) are in the Martial Arts  Some topics for	- your particular martial art 	- your view of the relationship between 		Christianity and your art 	- your view of the relationship between 		*your* Christianity and your art 	- why should a Christian participate in MA 	- why shouldnt a Christian participate in MA 	- Biblical views of MA; pro or con.  For example, I heard from one	""...I tried the Karate for Christ thing and it wasnt for me..."" 	- why or why not?  As an aside, I am involved (in *NO* official way) with an organization called the Christian Black Belt Association and I would also like to distribute info regarding upcoming events to *those who are interested*.  No, you wont be put on any ""mailing list"" nor will your name be ""sold"".  However, if you ARE intested in an email list, let me know.  I am interested in email replies ONLY as this is cross-posted  to groups I dont normally read.  If anyone wants a summary or, of course, on-going discussion, then let me know.   Shalom, Robert Switzer ka2czu@cbnewsh.att.com --  Bell Labs, 200 Laurel Ave., 2b-334, Middletown, NJ 07748-4801 USA (908)957-2923 ...-.-    Amateur Radio Operator           KA2CZU   Robert Switzer ",1,soc.religion.christian
"   Can anyone provide information on CS chemical agent--the tear gas used recently in WACO.  Just what is it chemically, and what are its effects on the body?  dsc@gemini.gsfc.nasa.gov    |  Regards,         |   Hughes STX                |    Code 926.9 GSFC        |  |  Doug Caprette    |   Lanham, Maryland          |    Greenbelt, MD  20771   |  ------------------------------------------------------------------------------- ""A path is laid one stone at a time"" -- The Giant ",3,sci.med
" In article <1993Apr17.195202.28921@freenet.carleton.ca>,  ab961@Freenet.carleton.ca (Robert Allison) >  >  > I have between 15 and 25 nosebleeds each week, as a result of a genetic  > predisposition to weak capillary walls (Osler-Weber-Rendu).  > Fortunately, each nosebleed is of short duration.  >  > Does anyone know of any method to reduce this frequency? My younger  > brothers each tried a skin transplant (thigh to nose lining), but their  > nosebleeds soon returned. Ive seen a reference to an herb called Rutin  > that is supposed to help, and Id like to hear of experiences with it,  > or other techniques.  > --    My 6 year son is so plagued.  Lots of vaseline up his nose each night seems  to keep it under control.  But let him get bopped there, and hell recur for  days!  Also allergies, colds, dry air all seem to contribute.  But again, the  vaseline, or A&D ointment, or neosporin all seem to keep them from recurring.   Bev Zalan ",3,sci.med
" In article <Apr.21.03.26.43.1993.1373@geneva.rutgers.edu> parkin@Eng.Sun.COM >desperately wanted the Jewish people to accept him as the Messiah.  If >the crucification was the will of God how could Jesus pray that this >cup pass from him.  Was this out of weakness.  NEVER.  Many men and >women have given their lives for their country or other noble causes. >Is Jesus less than these.  No he is not.  He knew the crucification >was NOT the will of GOD.  Gods will was that the Jewish people accept >Jesus as the Messiah and that the kingdom of Heaven be established on >the earth with Jesus as its head. (Just like the Jewish people >expected). If this had happened 2000 years ago can you imagine what 	. 	. 	.  Why do you assume that Jesuss plea to His Father ""to let this cup pass from Him"", was merely a plea to escape death?  When I look at Jesus in the garden, I see a Man-God, who all His life had had the presense of His Father with Him.  As a result, He knew every detail about His death long before the Agony in the Garden.  But as that hour approached, He felt abandoned by His Father, His presense diminishing with each passing minute.  In addition, it was brought more and more to Jesuss attention (the betrayal of Judas was probably a big impact) that His suffering would be to no avail for many people, especially those who would reject Him, not only then but in the future.  I truly believe that the majority of Jesuss suffering was mental and spiritual, while the physical portion was only the tip of the iceburg.  BTW, we know from Johns account that Jesus *shunned* becomming an earthly king.  From JOH            began to say, ""Surely this is the Prophet who is to come into the             world."" JOH            force, withdrew again to a mountain by himself.  This does not seem like a man who would regret not becoming an earthly king.  No, Jesus knew His mission was to redeem all (Jew & Gentile) people and establish His kingdom in the hearts of those who would believe.  This was utterly mistaken, much to Jesuss dismay, as an aspiration to some earthly kingdom.  But He knew what His Fathers will was and followed it obediently even in the darkness of His Passion.  --  John G. Ata - Technical Consultant |HFS, Inc.		  VA20     |7900 Westpark DriveMcLean, VA  22102	           |",1,soc.religion.christian
  Has anyone heard anything about Mel Hall this season?  Id heard he wasnt with the Yankees any more.  What happened to him?  				Doug Dolven --  Doug Dolven warped@cs.montana.edu gdd7548@trex.oscs.montana.edu ,2,rec.sport.baseball
" In article <1993Apr16.000601.14223@jarvis.csri.toronto.edu> rkim@eecg.toronto.edu (Ryan Kim)> >Hi, maybe someone can help me here... >I am looking to buy this 1990 Nissan Maxima GXE for CDN$14000 right now.  So its an automatic? Dont know if US spec=CDN spec. for Maximas.  >The car has 96000 km (or about 60000 miles) on it. >A typical mileage for 1990 cars seem to be about 70000 km (or about 43K mi). >The seller just informed me that when he brought the car in for certification >he was told that the front break pads and the exhausts had to be replaced >to meet the legal standards.  (He said he will replace the components before >selling the car to me.) > >Being copmletely ignorant to the technical stuff on cars, I dont know >what this could mean... >Is 96K km about the time typical for replacing the above mentioned items? >Or is this an indication that the car was abused?  If it is the first set of brake pads on front, then this is fine. My car eats a set every 15k miles or so. The fact that he is replacing the muffler too is also ok.  >Would other things break down or have to be replaced soon?  The mileage is fairly low - but typical fwd stuff is CV joints. Check the maintenance records with the manufacturers requirements for valve adjustments, timing belt changes and so on.  The 60k mile service is often expensive, so make sure he has done everything.   >The seller told me that he used the car on the highway a lot, but, >I dont know how to verify this...  Ive seen the paint chipped away >in tiny dots in the front edge of the hood, though. > Well, this is one of the commonly cited methods for identifying a car with highway miles.  Might check the gas pedal wear too. Ask him how many sets of tires he has been through. A highway car might have squeezed by on 2 sets, a hard driven car 6-10 sets.   >Although the Maxima is an excellent car and the car is very clean and >well kept, its currently out of warranty >(a similarly priced 90 Accord with 70K km will have 2 years or 30K km >worth of warranty left) and I dont want to worry about paying for >any repair bills...  Well, the Maxima should be pretty reliable - but if its out of warranty you should get it checked out by someone knowledgeable first. Stuff for Japanese cars can be expensive.  >But, I also need a car for 5 people...   > >When will the new Maxima come out, by the way?  1995 model year, I believe.  > >I would very much appreciate your input in this. >Please reply by e-mail (preferred) or post in this newsgroup.  Craig >Thanks! > >Ryan > > > >======== >Ryan Kim >University of Toronto, EECG, Computer Graphics    rkim@eecg.toronto.edu >""Do not weave between traffic cones at road works."" >                                    - from the new British Highway Code >                                           (Toronto Star April 3, 1993) >   ",0,rec.autos
" In article <1993Apr22.001642.9186@omen.UUCP> caf@omen.UUCP (Chuck Forsberg WA7KGX) >>>>Can you provide a reference to substantiate that gaining back >>>>the lost weight does not constitute ""weight rebound"" until it >>>>exceeds the starting weight?  Or is this oral tradition that >>>>is shared only among you obesity researchers? >>> >>>Annals of NY Acad. Sci. 1987 >>> >>Hmmm. These dont look like references to me. Is passive-aggressive >>behavior associated with weight rebound? :-) > >I purposefully left off the page numbers to encourage the reader to >study the volumes mentioned, and benefit therefrom. >  Good story, Chuck, but it wont wash.  I have read the NY Acad Sci one (and have it).  This AM I couldnt find any reference to ""weight rebound"".  Im not saying it isnt there, but since you cited it, it is your responsibility to show me where it is in there. There is no index.  I suspect you overstepped your knowledge base, as usual.         --  ---------------------------------------------------------------------------- Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon.""  ---------------------------------------------------------------------------- ",3,sci.med
