category,text
electronics," : The PADS*.ZIP files contain subdirectories, and have to be unzipped : via ""pkunzip -d"". Then an xcopy /s to three floppies creates the disks : needed to do the install.  I'm still not sure how this is supposed to work, since the .ZIP files took up about 2.5Mb, so it must be a tight squeeze on those floppies...  However, I managed to install PADS and I'm pretty impressed.  I created a couple of schematics without problem, but whenever I try to  create a PCB layout from one of *my* circuits (rather than the demos) it doesn't work.  I'm wondering if maybe a file isn't where it should be...  Can anyone who has a printed manual comment on whether the registration fee is worth paying?   Chris  "
electronics, In NZ apparently things like aftershave are also giving positive readings  
electronics,  The newest JDR Microdevices catalog has at least one variant of the HC11. 
electronics,"  Perhaps you're using the wrong brand! (Sorry all HP fans, but I have a hard time being convinced that their scopes match the rest of their (excellent) gear).  One of the principal functions I look for when considering a DSO is whether you can turn interpolation off. The other important feature is to disable repetitive waveform acquisition i.e. being able to lock the instrument into real time capture mode.   I agree with you here. The only consolation is that manufacturers are _beginning_ to pay attention to ergonomics when designing the menus. However, to be fair, it seems that first time scope users (our students) seem to adjust to menus easier than navigating around the twenty or more knobs required of a ""real"" scope :-)   This is one area that newer DSOs are addressing. I recently evaluated the latest box from Tek - their TDS320 - which seems to be a worthy alternative to a standard 100MHz analogue CRO. This instrument has a 100MHz, 500Ms/s spec, meaning that it is _always_ in real time capture mode. The pricing also matches equivalent analogue scopes in the range. The downer is that the instrument uses menus again, but at least they appear to be logically laid out.  One more thing about the new, ""simpler"", front panels. These instruments tend to use digital rotary encoders as knobs now. This is a vast improvement over the old oak switch. The single most common cause of failure in our scopes (other than students blowing up inputs!) is mechanical wear on these switches. I look at the new panels as a great step toward increasing the longevity of the instruments.  JohnH "
electronics," I have a stereo compressor-limiter by  Audio Logic (Model MT-66).  The gates work, but the compressor seems to be gone on one channel, and very weak on the other.    I'll probably need an ocsilloscope to trace it down (no pun intended), but if any one with experience with this type of equipment could point me in a certain direction as to where the  circuit is most likely to fail, I'd sure appreciate it.  "
electronics," I'm trying to figure out how to operate a Pioneer Laserdisc LD-1000 that I bought at a surplus store. It is reputedly from some kind of computerised viewing and/or ordering system. THere is what may be an HPIB connector on the back. When I power it up, the front panel power light comes on, but no activity, and the door doesn't open. Anyone have any experience with this unit or any ideas on how to obtain documentation? "
electronics,"  Firstly, I would never consider trying to make a one-shot timer. Your 2F2 cap will have been designed as a RAM battery substitute, rather than for use in applications where you wish to drain the cap with a constant current. Their performance, in some respects, is more akin to batteries than to a normal cap. The other point is that big electro's are usually rated with -5%+20% tolerances, so calculating exactly what capacitance you have (particularly when considering the cold).  You should be looking at designing a micropower oscillator and divider chain, that ""rolls over"" (from zero to maximum count, or vice-versa) once every 1,209,600 seconds. If you were to use something like a 110Hz clock, you would need a divider chain of 2^27, to give an error of less than one percent in the firing times over the six week period. Of course, you could trim the 110Hz oscillator to give you exact time, but the likelyhood of the oscillator remaining exactly constant at -40 is low anyway.  I would suspect that there would be far more battrey drain in firing the solenoid than there would be in the timer circuit.  Caveat - I'm not experienced in low temperature electronics, so I can't guarantee that this (or any other) approach is the best for inhospitable conditions.  JohnH "
electronics," : I've started to look at some devices doing serial data transmission : over fairly decent distances in fairly noisy environments, and have : seen a variety of schemes for protecting the RS232 transceivers (and : the rest of the circuit) from transients on the serial lines.  I'm : left wondering what is the best way of doing this?  How necessary is : it? : [stuff deleted] : What is the wisdom on this out there? :  : Ta, :  : Martin. :  :  From what I know, protection is necessary, esp. if you plan to route the cables into an unknown environment (out of your control). Things like accidental shorts between the signal lines and power cables, or even lightning strikes are very likely and I don't think you like to see the sight of your computer going up in smoke! [Even ethernet cards are protected. I've looked at the one in my PC and the connector is protected by a gas discharge tube!]  {But if you plan to use the serial cables for internal routings (i.e. in controlled environments), it should be reasonably safe not to have them.}  Suggestion: look in the RS data book. They have several RS232 transceivers that have overvoltage protection. Among them include the LT1080, LT1081 and MAX250 and MAX251. The Maxims are suppose to be electrically isolated ones but still need opto-isolators to work (don't ask me why. I've never used them before.  Another alternative is an RS232 surge protector. Two are listed in the RS catalogue. If you need additional info (i.e. stock nos.), just e-mail me.  Soh Kam Yung, "
electronics,"   RS Components (they exist in Australia and the UK. Don't know about the US) have little chips called Isolated MAX 250 and 251. They give you isolated RS-232 from a single 5V supply. External components are 4 caps, 4 optoisolators, a diode, and an isloting transformer. They go up to 19.2K baud..  John West"
electronics," Recently, my video monitor went dead, no picture, some low distorted sound. I didn't hear the tell-tale cracking that indicated HV at work, nor are the filaments at the far end of the tube glowing orange, just nothing.  On examining the power board, I noticed the largest capacitor with a very bad bulge at the top.  Naturally, I want to replace it, but I can't find any sources.  The electrolytic capacitor is 330 mF at 250WV.  It has radial leads, and is roughly 1 1/2 inches long, 1 1/8"" wide.  The dimensions are important since the whole board fits in a metal cage, leaving little room.  Living in the Los Angeles area, I've been to numerous stores (Dow Radio, All Electronics, ITC Elect, Sandy's, Yale Elect) with empty hands.  Can anyone suggest sources for high-voltage capacitors?  Mail order is  fine, although I'd rather check out a store to compare the can.  I'm going to try a video electronics store, hopefully they'll have HV caps.  (By the way, the monitor is a ATARI SC1224, Goldstar circuitry, Masushita tube.  Anyone else had problems?)  Thanks in advance, Rich K.  "
electronics,"  ... Wouldn't a crystal be affected by cold? My gut feeling is that, as a mechanically resonating device, extreme cold is likely to affect the compliance (?terminology?) of the quartz, and hence its resonant frequency.    JohnH "
electronics,"   The HC711 is an EPROM version of the HC11. Raw HC11 parts have factory set ROM images, and as such are useless to the hobbyist. HC811 parts have EEPROM, allowing for electrical erasure and reprogramming.  Some Motorola parts (such as the HC705K1) have EPROM, making them user programmable, but come with options of either windowed or sealed. The more expensive windowed packages allow multiple use, the plastic dip varieties are one-time programmable, since there is no way of exposing the EPROM array to light.  JohnH "
electronics," The subject line says it all. I'm working on a project that will use a car battery. I need to pull off 3V and possibly 48V at 3A.  I have several ideas, but I'd prefer to benefit from all you brilliant people :-)"
electronics," Sounds like a job for a universal time reciever.  I don't know the logisitics of the situation, but if you could just place a reciever in snow and place the oscillator in a nice lab somewhere else, your problems should be solved. Just a suggestion.  Wayne Martin "
electronics," B   )Bonjour Sylvain, ) J'ai travaille avec le hc11 il y a 3 ans et je ne me souviens pas de toutes les possibilites mais je vais quand meme essayer de t'aider.  ) Je ne crois pas que downloader une programme directement dans le eeprom soit une bonne idee (le eeprom a une duree de vie limitee a 10 000 cycles il me semble). Le communication break down vient peut-etre du fait que le eeprom est long a programmer (1ms par 8 bytes mais c'est a verifier) et que les delais de transfer de programme s19 vers la memoire sont excedes. Normalement, les transferts en RAM du code s19 est plus rapide car le RAM est plus rapide que le eeprom en ecriture.  ) C'est tout ce que ma memoire me permet de me souvenir!  )Bonne chance,  Oh yeah easy for him to say!... "
electronics,"      Fortunately, wire-wrapping is a better wiring technique than most at high frequencies; Cray computers (up to the X-MP, at least) all had wirewrapped backplanes.  Wirewrap gets into trouble at much higher frequencies than any TTL can handle.  The 'increase' of wiring capacitance is not really relevant (you have to use transmission line techniques, and the capacitance is no problem).     Hand-powered is a terrible choice (IMHO) unless you are a field maintenance person who will do maybe a dozen connections at a time.  Your hands will cramp.  Battery-powered wire-wrap guns are available in the $150 range, and so are the little twiddle-stick manual types ($15).  For a modest project, of a couple hundred connections, I'd prefer to borrow a professional AC unit... or a pneumatic one.   John Whitmore "
electronics,"  What you have is one of the LD players from a video game (Dragon's Lair, Space Ace, etc). Call Pioneer Technicial Support 213-498-0300 (at least that's the number I called them at) and ask for the LD-V1000 Interface Guide. It shows how the parallel interface should be wired and the codes for the commands (play, pause, reject, etc). The guide is mainly for hooking the player to a computer, but with a little work, you could build a wired controller.   "
electronics,"   True (especially for electrolytic capacitors at high temperature).     Low power quartz oscillators are usually 32 kHz (and THESE have significant temperature drifts, which one doesn't often notice while wearing the watch on one's wrist).  Low temperature sensitivity is available in other crystal types, which unfortunately are larger and higher frequency (1 MHz or so) and take more battery power.     Programmable timers might be less accurate, but they are more power-stingy than suitable crystal oscillators.   John Whitmore "
electronics,"  Yes, I know it's nowhere near Christmas time, but I'm gonna loose Net access in a few days (maybe a week or 2 if I'm lucky), and wanted to post this for interested people to save 'till Xmas.   :-( Note: Bell Labs is a good place IF you have a PhD and a good boss, I have neither."
electronics,"     Hello netters:)  Does anyone out there know any FTP sites for projects, plans, etc of an electrical nature?    -Jason"
electronics,"  We've just been donated a large machine for use in our robotics lab. This device is complete with a 286 based controller, running the Intel RMX operating system.  Unfortunately, we don't have any documentation on RMX.  Can anybody out there in netland help?  Please reply via email; I don't regularly catch up with the news.  Thanks,  David Bull    "
electronics,"    Good gravy! Decibels are all *ratios.* The question that remains in any ratio is the reference unit used. Sometimes, this will be a reference power, such as 1 milliwatt (given a certain circuit impedance which should also be included in the fine print or known, like 50 ohms in an RF circuit of that impedance), leading to an accepted notation of dBm. Maybe it might be dBV, disregarding the impedance of the circuit and power developed, using 1 volt as reference *amplitude* (rather than reference power). Or, it might have an arbitrary or omitted reference that is not included in the notation, leading to just plain dB. such as 'dBm' has an explicit reference.  For power:    dB = 10*log( P(measured)/P(reference) )  For amplitude    dB = 20*log( A(measured)/A(reference) )  'B' is for bel, which is a standard term for a log ratio to the base 10, named after Alexander Graham Bell. A 'deci' Bel is 1/10 of a bel. It has nothing to do with the Bell Telephone company except for the common founder's name. The small 'd'/large 'B' is per SI notation convention. I don't know anyone that's been crucified for messing it up.  Common references for audio are:   0 dBm = 1 milliwatt across 600 ohms  0 dBV = 1 volt   0 VU (a zero on the VU meter) = +4 dBm  (pro gear line level)  0 VU = -10dBV (consumer gear line level)   Often times, a power amp VU meter will be aligned using the rated power of the amp as the 0 dB point. It is all done to whatever reference is reasonable for the application or moment.  Note that in a circuit with a given (and maybe unknown) linear impedance, if the amplitude goes up so many decibels, the power will also increase the same amount. This proof can be done with the above two identities and ohm's law. "
electronics,"  I've found this works pretty well on noisy laminated power transformer cores and windings (the 60Hz kind). Likewise, if anybody has tried this on a flyback I'd like to hear about it.  I would suspect it would not be as effective as it was on power I suspect would be critical at the frequencies involved (in other words, you want absorption rather than prevention which would be real difficult at 15 KHz). "
electronics,"   I guess 100k, connecting pins 1-3 (1x), 1-6 (1y), 9-11 (2x), and 9-13 (2y).  Or: Get an 8-bit DA-Converter (merely a couple of transistors and Resistors) and an OpAmp to compare its output to the voltage you want to measure, connect them to a spared printer port (if you have one), and do the rest by software (stepwise refinement). The port addresses for your printer ports are probably: &H378 (LPT1), &H278 (LPT2). This should work well enough for your purposes.  Hope this helps "
electronics,"  I believe that the ""A-D converters"" found on a joystick port are really timers that tick off how long it takes an R-C circuit (the R being your paddle) to charge up to something like 1/2 Vcc.  For games this works pretty well, but you certainly wouldn't want to try to take lab measurements off something as non-linear as that.  Hmm... I suppose you could linearize it in software, but the real problem is that the precision of your measurement is no longer constant (higher voltages would be more precise).  On the other hand, I could be wrong and perhaps the game card designers splurged for the extra $.50 to make a cheap constant current source out of an op amp.  But I wouldn't expect that...  "
electronics," I want to convert a 500 Volt sinewave with frequency between 1 kHz and 10 kHz, to a 10 Volt sinewave with the same frequency, by means of a transformer. The secondary current will be .6 A (600 mA).  What kind of transformer should I use (ferrite?) Can I buy one? If so, I need a partnumber and supplier If I cannot buy one, how do I go about winding one myself? What core do I use, how big must it be in order not to saturate, what thickness copper wire, how many turns, etc.?  I know little about analog electronics, so I hope some kind soul here will help me out. Pointers to relevant databooks will also be highly appreciated.  Thanks,  Mark de Rooi "
electronics,"  Bob is indeed correct here in more than one way. A look in the old RCA picture tube manual backs this up, as does SAMS Reference Data handbook. The internal coating around the perimeter of the CRT (not the aluminum or tin CRT face coating) is referred to as a ""dag"" as well as the outer coating.  One sparkling water for Mr. Vanderbyl (no caffeine in that, is there). "
electronics," : Please don't ask questions like ""why don't you buy a soundblaster"".  The : answer is simple ""Overpriced considering the sound quality"".  Why not try one of the projects to build a DAC connected to the parallel port as documented in some files which come with modplay ? These vary from David Hembrow                   EO Europe Ltd.,                                 Great Shelford, Cambridge CB2 5LQ, England "
electronics,  Does anyone out there have the toll-free (catalog request and order line) for Heathkit/Zenith?  Please post the number if you've got it!  Thanks. 
electronics,"   Ok, I was under the impression that it accepted digital input.  I still don't know for sure if it accepts BOTH interlaced and  non-interlaced as I have gotten conflicting info.  The Inquiring Mind BBS, Winnipeg, Manitoba  204 488-1607 "
electronics," Hi there,  I am looking for a wide band analog time delay (not phase delay) variable from 200 microseconds to 2 milliseconds.  "
electronics," If you can find a copy of ""8088 Assembler Language Programming: The IBM PC"" by Willen and Krantz, 2nd ed. pub. by Sams, there is a discussion of the game control adapter, monostable multivibrators, and conversion to other uses, as well as an assembler program. If you need greater accuracy, there is no reason you couldn't modify the approach to suit your needs.  Jim "
electronics,"   I too would be interested in ANY information on the subject of programing PALS etc.....    Better to know what your on about before you start something, I always say. Often saves you a packet as well !!  Thanks in advance..  Chris ;-)    +====================================================================+   +====================================================================+   ""What ever the Sun may be, it is certainly not a ball of flaming gas!""   * All views expressed are my own, and reflect that of private thought. * "
electronics," :  Does anybody out there know how the hand held breathalyzer used : by our police works?  I would like to hear about this and the more : general problem of detecting smells by machine. :  : Thanks, William. :  :   From what I have read about these little gadgets, it works on a electrochemical galvanic principle. The sensing unit has a chemical matrix which produces an electrical voltage proportional to the amount of chemical compound it is designed for ... in this case I believe it is the Hydroxyl group???    I have also heard -  not tested :-)  - since common gasoline is also a member of this Hydroxyl group, it will also cause a failing breathalizer failure! Next time you get stopped for DUI, say you just siphoned gas from your neighbors car (you know..... the Oklahoma credit card) and chances are you won't get a DUI ticket!!!!     Jerry Long "
electronics," I need a off-the-shelf method of transmitting small amounts of data up to 300 feet.  The data is low speed and can be encoded as needed.  Low power on the transmitting end would be a plus.  An FCC certified product would be prefered.  If you have any pointers to products or companies I'd appreciate hearing from you.  Thanks, Ken "
electronics,"   In the past I've managed to buy used neon sign transformers from sign shops  for about $20. Try calling around.   Lawrence Livermore National Laboratory   7000 East Ave., P.O. Box 808, L-495 "
electronics,"   Yes, but in a fairly reproducible way. -40 is only a smidgen of the distance to absolute zero. And in any case you're going to have to borrow freezer space from a bio lab or someone to test/calibrate this darling anyway. Btw, you're probably going to want those big capacitors can be an ugly thing.  paul "
electronics," :  :  : Thus, a deciBell (deci-, l., tenth of + Bell) is a fractional part of the  : original Bell.  For example, SouthWestern Bell is a deciBell.  Out of what hat did you pull this one?  dB is a ratio not an RBOC!          : And the measure of current, Amp, is actually named after both the AMP company : and the Amphenol company.  Both companies revolutionized electronics by : simulatenously realizing that the performance of connectors and sockets  : were affected by the amount of current running through the wires.  Sorry.  The unit for current is the AMPERE which is the name of a french-man named AMPERE who studied electrical current.  The term AMP is just an abbreviation of it.  The company AMP came after the AMPERE unit was already in use.    : The Ohmite company was the first to characterize resistances by numbers, thus : our use of the Ohms...  I don't know about this one, but it doesn't sound right.    :  : Alexander Graham Bell, actually, is where Bell came from...   Well you got one thing right! :  :  :  : Actually, Bel refers :  :   Greg Moffatt Bell-Northern Research Inc., Ottawa Canada ""My opinions; not BNR's"" "
electronics,"   No, it is independent of the speedometer. The gun processes two doppler of the target, taking the difference between the two. Some guns with a ""moving mode"" actually have a split beam with one beam aimed preferentially at the pavement.  Car and Driver had a good article on traffic radar, but it was back in 1985. I used its contents and references to defend myself against a bogus radar-measured ticket. It detailed ""moving mode,"" which is easier to defend against because of the increased amount of variables. "
electronics," In sci.electronics,rec.audio David S. Rowell writes:   I'm looking to build a DSP for guitar processing. Hence lots of background information would be really useful !  If anyone's got any info, could they email.....  Thanks in advance...  Chris ;-)    +====================================================================+   +====================================================================+   ""What ever the sun may be, it is certainly not a ball of flaming gas!""   * All views expressed are my own, and reflect that of private thought. * "
electronics,  Joystick A: 1        +5 VDC 2        Button 1 3        X Axis 4        Ground 5        Ground 6        Y Axis 7        Button 2 8        + 5 VDC Joystick B: 9        +5 VDC 10        Button 1 11        X Axis 12        Ground 13        Y axis 14        Button 2 15        +5 VDC 
electronics,   I've never seen a speedometer-reading model. Are you sure? Who makes them? Consider the difficulty of reading the speedo on various makes of cars in use... I've seen single beam moving-mode and split beam moving-mode. 
electronics,  Two things:   1. Read your own posts. I was agreeing with Bob. No correction     needed.   2. Don't quote stuff out of context. 
electronics," }Out of what hat did you pull this one?  dB is a ratio not an RBOC!         } [...] }Sorry.  The unit for current is the AMPERE which is the name of a french-man }named AMPERE who studied electrical current.  The term AMP is just an abbreviation }of it.  The company AMP came after the AMPERE unit was already in use. } [...] }I don't know about this one, but it doesn't sound right. } [...] }Well you got one thing right!  Hello? John? Oh, nevermind...  Jeff"
electronics," Permit me to quote fragments of  out of context.  -Newsgroups: sci.electronics,comp.lsi.cad -Date: 10 Feb 93 15:46:41 GMT  -  Currently the XNF format is propierty and I know of at least on person at -a university who was able to get it after signing a non-disclosure agreement. -The Xilinx-bit map format is pretty well top secret.  I would love to know it -because then you could make self_modifying_hardware  ;-)  As it is I had to -reverse eng. the Xilinx tools to dump the bit map to the FPGA because it only -runs on the computer with the hardware key.   computers that could write thier own programs (assemblers, compilers) were an immense breakthrough from calculators that couldn't.  -  I eagerly await a programmable gate array which uses a PD format and does -not cost your first born to program.  Till then we will keep on reverse -engineering whatever we can.  As it is one company that I worked at has gone -under.  FPGAs are what they needed to make their product competitive.  They -could not afford them.  In the end you could say that they could not afford -to not use them but the management discovered that too late.  -   - Eric   my condolences.  i can't even imagine what i could do with self-modifing hardware. i *can* imagine self-modifying software, and even though *all* my teachers say that's BAD, even Worse than GOTO, check out what the experts *used* to say about self-modifying code: (he uses ""orders"" rather than ""opcodes"")   ""On the Principles of Large Scale Computing Machines"" by Goldstine and von Neumann, collected in  _John von Neumann: Collected Works, Vol. V_ reprinted here with absolutely no permission from anyone. ""We plan... to have a full size (40 binary digit) word hold either contain 1 full size number (... equivalent to 12 decimal digits, but we will use the first binary digit to denote the sign) or two (20 binary digit) orders. ....  It should be added that this technique of automatic substitutions into orders, i.e. the machine's ability to modify its own orders (under the control of other ones among its orders) is absolutely necessary for a flexible code. Thus, if part of the memory is used as a ""function table"", then ""looking up"" a value of that function for a value of the  variable which is obtained in the course of the computation requires that the machine itself should modify, or rather make up, the reference to the memory in the order which controls this ""looking up"", and the machine can only make this modification after it has already calculated the value of the  variable in question.  On the other hand, this ability of the machine to modify its own orders is one of the things which makes coding the non-trivial operation which we have to view it as.""  227 S. 163 E. Ave, Tulsa, OK  74108-3310, USA, Sol 3, Universe v. 1.2 "
electronics,"     Yeah, right.  And the company was started by George Simon Ohmite.  Rich "
electronics,"    Why are you fooling around with analog for this job?  A single chip micro and a crystal will do the job reliably and easily.  An 8748 only costs about $5.  That and a $1 crystal and you're in business.  Embed the whole thing in a foam insulated blanket, power it from a solar cell, use the excess power to heat the assembly during the day and rely on the insulation to hold the heat during darkness.  If you don't want to try thermal management, contact someone like ICL and have them cut you a special low temperature crystal.  It'll cost at most $20.  If you use a single chip micro, you're looking at a parts count of  maybe 7.  A processor, a crystal, two caps on the crystal, a power FET to fire the solenoid a flyback diode and a battery.  This is fewer parts than  you can build an analog timer for and is infinitely more reliable.  Add a power zener diode (for heat) and a solar cell and the parts count screams up to 9.  PD assemblers are available for all the common single chip micros.  This application is so trivial you could even look up the op codes in the  programmer's guide and create the binary with a hex editor.  John"
electronics,  They detect the oscillator operating in the detector. Saw a story about their use in Canada. Now don't go putting oscillators in your cars... :-) 
electronics," Hi,     I've just built a valve preamp and use a diode/capacitor voltage multiplier to step the 12vAC supply voltage up to approx  260vDV. As the load resistance increases, the RC constant decreases and hence the output voltage drops. I need as high an output voltage as possible. (about 260v).   The circuit consists of seven voltage multiplier stages (ie 14 diodes and 14 capacitors) each capacitor develops about 38v across them, and I take the output from across seven capacitors=260v.   Each capacitor is 100mfd at 68v.  If I increase each of the capacitors rating (220-470mfd), that will increase the RC constant, and hence alleviate some of the problem. These capacitors are going to be a little expensive as I need 14 of them, So:  1. What would happen if I connected a 470mfd at 400v capacitor in parallel  with the output (and hence in parallel with the seven 100mfd capacitors)?   Will it, as I assume, increase the C in circuit and hence increase the RC time constant? If it does, and my output voltage becomes more stable by doing this, then I will have killed two birds with one stone... as I am experiencing some 50Hz ripple (and hence amp hum), and this new capacitor will 'smooth' this out.  and 2. Can anyone recomend a suitable value for an inductor (choke) to be placed in the output line of the power supply to filter out the 50Hz mains hum. Lowest resistance possible !    I've not got my preamp with me at the moment because it is TOO MUCH of a distraction.... (I'm at university and I've got to get my  dissertation finished in two weeks !!!!!!!) hence I'm mailing not playing with my solderoing iron (it'll be cheaper too in the long run... especially if 14 new large capacitors don't work as planned!)  Email please.... Can't always read the net.....  Thanks in advance..   Chris ;-)    +====================================================================+   +====================================================================+   ""What ever the sun may be, it is certainly not a ball of flaming gas!""   * All views expressed are my own, and reflect that of private thought. * "
electronics," Hi.  I'm looking for software to aid a friend of mine with designing speakers. Does this type of software exist?  If anyone can point me toward a shareware or freeware product with this description, that would be ideal.  ...Steve van der Burg (using a friend's account)  (p.s. Excuse the terseness of the message;  I'm having difficulty stringing readable sentences together today, for some reason.) "
electronics," Power lines and airplanes don't mix. In areas where lines are strung very high, or where a lot of crop dusting takes place, or where there is danger of airplanes flying into the lines, they place these plastic balls on the lines so they are easier to spot. "
electronics,"   The balls are used to reduce the amplitude of oscillations of the wire during periods of high winds.  I've seen what looks like paint cans filled with concrete used for the same purpose.  My opinions are my own, not of the lab. So, if you don't like them, call  1-800-UWH-INER "
electronics,"   I think the hangup with digital scopes is that you have to know so much more about them and how they work on a scope-by-scope basis, and some of the functions are typically presented, in my opinion, in a counter-intuitive fashion (HP has made some strides in their 54600 series, IMO). Automatic setups are fine for simple, repetitive waveforms, but can give you some crazy results on more complex events where you need to understand how the scope is actually measuring/processing the event. For example, is the scope in ""equivalent time"" or in ""real time"" sampling mode (equivalent time being a mode where samples are built-up slowly by adding a delay to the trigger event each sweep)? What was the scope's actual sampling rate at the time? How is the data being massaged after capture but before display, etc. One common misconception is the speed of the scope.  Is the HP scope you're using really a 100 MHz scope? Or is it a 20 MHz sample rate scope (~5 MHz single shot significance) whose front end including S/H can support 100 MHz waveforms (important for equivalent time sampling)? The 100 MHz input in this case really only helps you when your waveform is repetitive, or on a single sample, when you get lucky and hit a transient event during a sample time.  So, there are a lot more variables in understanding how to get useful information from a digital scope. I prefer an analog scope for general use and the digital for events where I need storage for later analysis or comparison, when the event is within the capability of the scope. Now, for the price of true 100 MHz digital scopes to fall... "
electronics," This is for a friend of mine. Please send answers directly to him (E-Mail adress see below )!   HIGHSPEED  ANALOG-DIGITAL PC-BOARD  Hello LAdies and Gentleman !  I am looking for a highspeed A/D PC-Board with a sampling rate above 250 MHz an a resolution of 8-bit. The sampling rate can be arranged by an interleave mode where the time equivalent sampling yields 2, 4 or 8 times higher sampling rate than the A/D-Converter uses in non interleave mode.  The board must content an A/D-Converter similar to Analog Devices AD 9028 or  AD 9038 or if available a faster on.  If you a PC-Board (16-bit slot, ISA) with this specification or better, please send me an EMail   or a Telefax to: ++49 / 511 / 7629353   Thanks in advance for your help !  Sincerely       Matthias Hansch      IKPH, University of Hannover, Germany   "
electronics,"   Actually, I think J. Chiu knows the score and is just being silly. However, ""decibel"" is in fact 1/10th of a bel. He is right on that one, but I don't know if it was accidental or not.  Strictly defined, a bel is the ratio of the log of two power levels, and a decibel is 1/10th of a bel so you have 10X decibels for every bel, hence bel=log(P2/P1) and decibel=10Xlog(P2/P1).  The bel, ohm, volt, farad, ampere, watt, hertz, henry, etc. are all named for pioneers in the field. It's a traditional and fine way to honor researchers who discover new knowledge in a new field. Hertz was one of the most important of the early electronics explorers, but had been left out in having a term or unit named after him until recently, (1960's, prior to that what is now a hertz was a cps.) All the other units were defined many decades earlier.      "
electronics," I've seen several references to split- or separate-beam radars, which I claimed didn't exist.  Gotta eat some crow here - I wasn't aware of them. All I really knew was that it can be done with one beam.  I believe the rest of what I said is accurate, though.  Mmmmmmm....crow.... (oops-wrong group) "
electronics," Here's one I hope some knowledgeable readers will make a comment or contribution to:  In the State of Virginia radar detectors are illegal, period.  If you are caught with one it will be confiscated on the spot and will not be returned until after you appear in court and pay your fine.  The fine for having a radar detector accessible in a motor vehicle (even if it is not on) is $250.00.  Sorry, tourist, ignorance of the law is no excuse - they will get you too!  It used to be that the only way the law could be enforced was for an officer to actually see the radar detector.  Not any more!  Many law enforcement agencies are now using radar detector detectors.  Right, a super sensitive receiver that is capable of picking up RF from the radar detector itself.  My first reaction was ""no way!""  But, guess again, these little buggers really work and the police are writing citations right and left for people using radar detectors.  One news story quoted an officer as saying that he had found the radar detector in all of the cars he stopped except one, and he could never figure out where it was - but he knew it was there.  This tends to make one assume there are few false arrest.  Now, before I get flamed, please understand that I do drive at or near the speed limit.  I do not need a radar detector to keep me from getting a speeding ticket.  But, I do like to know when my speed is being clocked or a speed trap is functioning.  My radar detector now stays locked in my trunk when I am in Virginia (which is what they want - and yes, what the law says, and I intend to obey the law!) and is only used in states where it is legal.  For my fellow hams, I am not a microwave person - my mind only works in the HF spectrum between 10 and 80 meters.  Microwave enlightment may be necessary.  So, the questions are -   What do the radar detector detectors actually detect?   Would additional shielding/grounding/bypassing shield stray RF generated by   a radar detector, or is the RF actually being emitted by the detector   antenna?   Are any brands ""quieter"" than others?  ============================================================================== =============================================================================   "
electronics,"    Here in the UK, the bandwidth restriction apparently only apply to  local lines.. ie those used by the average domestic client. Private lines which are run from the local exchange to the leasing client are  usually capable of a higher bandwidth if the exchange is digital.  Don't quote me on that..... But I think I remember a BT engineer  saying something to that effect when I was doing some work shadowing a few years ago.  Byeeeee !   Chris ;-)    +====================================================================+   +====================================================================+   ""What ever the sun may be, it is certainly not a ball of flaming gas!""   * All views expressed are my own, and reflect that of private thought. * "
electronics," Have anyone some idea about how to build a cheap, low resolution (or high :-) video projector...   (example: a LCD and an slide projector) .   "
electronics,"   Well, I'm not sure I'd use this to process a guitar but there was a audio filter DSP construction article in the Sept 92 issue of QST magazine (Ham Radio oriented).  The DSP is available in kit form for about $120.  This particular DSP filter was targetted toward processing audio to remove noise (static).  I built it and it really works well.  The source code is available too.  It makes a noisy audio signal much easier to hear.  Note that this is for communication applications and is not ""high fidelity"".   "
electronics," Is there a fast 'n dirty way to kill the line spiking that occurs when an inductive load is turned on sometime other than at zero-crossing of the AC cycle?  A capacitor kludged in somehow, etc?  I've got a microcontroller that is running a bunch of valves and pumps in a big instrument washer, and almost everything is being switched with zero-crossing solid state relays, so that stuff stays ""quiet"", AC-wise. But there's one steam valve that gets turned on by a mechanical relay in the water tank fill/thermostat system, and it's not under control of my SSRs, and it does sometimes generate/radiate a spike that resets one of my peripheral chips.  My software times out and tries again, but I'd love to just tack in a magic spike-killing fix that would avoid having to do some major rewiring/redesign.  A varistor would help but might not be sufficient.  Ideas? "
electronics,"  Obviously the police officer reads the speedometer. I cannot believe the nit-picking in this group. There's 2 beams, there is not, is too, etc....   "
electronics,   From what I understand about radar dectectors all they are is a passive device much like the radio in your car.  They work as an antenna picking up that radar signals that the radar gun sends out.  Therefore there would be no way of detecting a radar detector any more than there would be of detecting whether some one had a radio in their car.    Neal Howland  
electronics,"   There are two more reasons to save old databooks and then beyond two  When a part is dropped from future production planning, such as the National MM-series white noise generators, camera sync generators, etc., it will disappear from current databooks although it still may be produced for a short time (or be available from stock somewhere). Now, if you have some old plans calling for such a device, or you have a dead gadget on your workbench and it has such a part in it, you'll know the functions so you can troubleshoot and substitute as necessary.  The old GE thyristor data books contain real good tutorials on SCR and triac applications that are not found elsewhere, for example.   Here, here!... "
electronics," I need information on microstrip circuit design especially  filter design for the 1-3GHz range. Can you recommend any good books, journals, or microstrip circuit design software. . all help appreciated  Gerry Corley, ECE Department, Univesity of Limerick, Ireland.  "
